videoname,TSV,B,SR,S,U,O
17-12.mp4,0.8,1.123,1.4256,0.1742,0.256,1.4029
17-13.mp4,1,1.356,1.324,0.56148,1.5095,2
17-14.mp4,0.1,1.4552,0.4,0,0,1
17-15.mp4,2.273,2.86,2.4545,1.8202,2.255,4.1512
17-16.mp4,2.414,1.523,2.9565,2.725,2.7606,4.0395
17-17.mp4,2.8022,2.7899,2.6499,2.8125,2.85,4.789
17-18.mp4,2.4006,2.9566,2.945,2.3016,2.56,4.3659
17-23.mp4,1.2331,0.82326,1.065,0.95388,1.7057,2.3099
17-24.mp4,0.8,1.465,1.0245,0.3651,0.8565,1.6881
17-26.mp4,0.7884,1.1835,0.956,0.81539,0.5656,1.4056
17-27.mp4,1.2215,0.8565,0.7545,0.84117,1.456,2.456
17-29.mp4,0.9,1.565,0.654,0.28608,0.9896,1.408
17-30.mp4,0.34944,1.656,0.93837,0.058503,0.056,1.0887
17-31.mp4,0.6,1.756,1.845,0.09401,0.19443,1.23
17-32.mp4,0.7,1.345,1.5612,0.21508,0.165,1.4519
18-2.mp4,2.2701,1.423,1.8065,1.6999,1.658,3.3629
18-3.mp4,2.5242,2.75,2.956,2.8339,3,4.9869
18-4.mp4,0.9,1.4565,1.235,0.44545,1.3656,1.6056
18-6.mp4,1.45,0.8565,1.0656,1.0507,1.3065,2.5808
18-7.mp4,2.0347,0.8565,1.82,1.5538,1.5385,3.0947
18-8.mp4,1.6613,0.656,1.1206,1.1771,1.235,2.456
18-9.mp4,2.1307,2.856,2.0244,2.1874,2.426,3.8679
18-10.mp4,2.5994,1.756,2.3709,2.1675,2.223,3.8832
18-11.mp4,2.3969,1.8565,1.8045,1.7808,1.8327,3.6994
18-12.mp4,1.9835,2.545,2.898,2.9928,2.84,4.326
18-15.mp4,2.251,2.556,2.7691,3,2.7056,4.7219
18-16.mp4,2.4273,2.865,2.6865,2.7182,3,4.58
18-17.mp4,2.8188,2.6005,2.915,3,2.95,5
18-18.mp4,2.691,2.3265,2.9065,2.662,2.751,4.3189
18-19.mp4,2.6947,2.65,2.5867,2.7045,2.7416,4.365
18-22.mp4,2.2978,2.756,1.8056,1.9418,2.1135,3.9103
18-24.mp4,1.5235,0.2065,1.5656,1.2088,1.7056,2.8719
18-26.mp4,2.176,2.856,1.6504,1.7725,2.456,4.7
18-29.mp4,1.5504,1.3656,1.7057,2.2417,1.8896,3.032
18-30.mp4,1.5544,0.6565,2.8956,1.8528,1.4021,2.898
18-32.mp4,1.9469,0.34545,2.574,1.7183,2.1204,3.0303
19-1.mp4,1.8567,0.86556,1.3656,1.2578,1.5127,2.456
19-3.mp4,1.6699,0.765,1.1065,1.0847,1.564,3.0807
19-5.mp4,2.1139,2.6565,1.5631,1.8062,2.856,3.6303
19-11.mp4,2.4663,2.565,0.7545,2.5701,1.86,3.5564
19-13.mp4,2.2547,2.223,0.8454,2.0735,1.856,4.0413
19-14.mp4,2.2582,1.9542,1.065,2.1037,1.89,3.6192
19-15.mp4,1.751,0.8223,0.652,1.1499,1.2066,2.8756
19-16.mp4,2.0997,2.9566,1.845,2.0491,2.0123,3.8414
19-17.mp4,2.5471,2.656,2.345,2.0465,2.6483,3.8978
19-18.mp4,2.4609,2.856,1.4522,1.6576,1.9,3.6083
19-20.mp4,2.8474,2.956,2.8315,2.8681,2.8613,4.9682
19-21.mp4,1.8568,0.3265,0.5659,1.6391,1.4615,2.789
19-24.mp4,1.9823,2.8565,2.245,2.4077,2.023,3.9881
19-25.mp4,2.1325,2.7062,2.7966,2.7606,2.907,4.4956
19-27.mp4,2.6458,2.456,2.5578,2.8872,2.86,4.6017
20-1.mp4,2.3582,1.356,1.7565,1.6099,1.7056,3.2375
20-2.mp4,1.3299,1.8565,1.5062,1.3848,1.7056,2.7859
20-3.mp4,1.2656,0.5686,1.506,1.3954,1.4056,2.2791
20-4.mp4,1,0.8565,1.2455,0.76297,1.1565,2.2968
20-5.mp4,2.6808,1.6565,2.0162,2.3578,2.48,3.8618
20-6.mp4,2.2364,1.94,2.0391,1.9586,2.0146,3.7366
20-7.mp4,2.2994,2.265,1.656,1.8385,2.1968,3.725
20-9.mp4,2.5518,3,2.5047,2.7652,2.7891,4.3625
21-1.mp4,2.3047,1.2356,1.356,2.0254,1.856,3.332
21-2.mp4,2.0935,1.356,1.0353,1.5869,1.6392,3.185
21-3.mp4,2.4164,1.865,2.4504,2.4111,2.01,4.1444
21-5.mp4,1.9117,1.8672,2.65,2.2569,2.3793,4.2844
21-6.mp4,2.5103,2.5003,2.9566,2.5025,3,4.7955
21-7.mp4,2.3431,1.7565,2.054,2.0573,1.7015,3.4131
21-8.mp4,2.8894,2.8565,2.2342,2.6164,2.856,4.524
21-9.mp4,2.1826,2.8454,2.9975,2.3319,2.86,4.379
21-10.mp4,2.1228,1.52,1.3066,2.103,2.087,3.4805
21-11.mp4,3,2.945,2.4253,2.7958,2.8,4.7676
21-12.mp4,2.7342,2.8566,2.684,2.7072,2.7699,4.7142
21-14.mp4,2.1295,2.8656,2.1656,2.093,2.523,4.589
22-1.mp4,2.8862,2.0232,1.9468,2.6142,2.5738,4.5605
22-2.mp4,3,2.956,2.1962,2.4506,2.8086,4.689
22-3.mp4,2.0921,0.7565,1.5961,2.0349,1.856,3.7797
22-4.mp4,1.2,1.356,2.845,2.2492,2.456,2.408
22-5.mp4,2.8012,2.4259,2.9612,2.731,2.5604,4.366
22-7.mp4,2.9215,2.7349,2.2525,2.6814,2.812,4.123
22-8.mp4,2.6658,2.8565,2.0406,2.4959,2.5782,4.5
22-10.mp4,2.1395,3,2.1091,2.6034,2.856,4.0707
22-11.mp4,1.9646,1.7148,1.474,1.6054,1.6365,3.3893
22-12.mp4,2.0012,1.8937,2.1142,2.1777,2.456,3.662
22-14.mp4,1.9927,1.8127,1.7956,1.4727,2.456,3.327
23-1.mp4,2.7163,3,2.8455,2.7962,2.98,4.96
23-2.mp4,2.1197,2.086,1.2356,1.8485,2.0516,3.358
23-3.mp4,2.5291,2.4461,2.6593,2.4379,2.5089,4.2851
23-5.mp4,1.8151,0.85656,0.8452,1.7206,1.5722,3.3458
23-7.mp4,1.9974,2.456,1.7556,2.5543,2.0977,3.4892
23-8.mp4,0.45,1.4232,1.023,0.63449,1.225,1.9319
23-9.mp4,2.6454,2.6746,2.2791,2.3004,2.4531,4.2267
23-10.mp4,1.4551,0.8926,0.7554,0.84595,1.3027,2.5633
23-3_1.mp4,2.1699,1.851,1.7056,2.1255,2.0356,4.0896
24-1.mp4,1.2,0.6562,1.78,1.5231,1.5565,2.8989
24-2.mp4,1.4265,1.2356,1.6045,1.1326,1.305,2.8732
24-3.mp4,1.354,0.8265,1.565,1.2867,1.2956,2.456
24-4.mp4,1.8984,1.3265,1.8066,2.3712,1.5162,3.3269
24-5.mp4,2.3237,1.3235,2.3781,2.4709,1.89,3.6031
24-6.mp4,2.1161,0.956,1.9341,2.1103,2.105,3.12
24-8.mp4,2.186,1.7014,2.0448,2.3527,2.1741,3.7224
24-9.mp4,2.6541,1.56,2.5609,2.6165,2.7142,4.4937
24-10.mp4,2.6782,1.856,2.5889,2.918,2.7012,4.6315
24-11.mp4,1.4545,0.356,1.5656,2.1371,1.7056,3.023
24-12.mp4,2.0807,1.7565,1.7656,1.6769,1.879,3.7328
24-14.mp4,1.8909,0.856,2.788,2.0503,1.7,3.4743
24-15.mp4,1.989,1.465,2.1939,2.3579,1.9747,3.5052
24-16.mp4,2.2625,2.1323,2.6656,2.5443,2.6753,4.356
24-20.mp4,2.4047,2.456,2.9644,2.8376,2.8035,4.4917
24-21.mp4,2.0702,0.8565,2.9056,2.478,1.8956,4.0987
24-22.mp4,2.4195,1.7565,2.8007,2.7141,2.4819,4.123
24-23.mp4,2.275,1.1232,2.7459,2.6417,1.785,3.9612
24-24.mp4,1.0656,0.3232,1.6898,1.875,1.2026,3.0468
24-26.mp4,2.1159,1.023,2.989,2.5173,2.5565,4.365
24-28.mp4,2.6511,2.0656,2.2399,2.5237,2.456,4.0505
24-29.mp4,2.4232,2.665,2.3344,2.3132,2.8058,4.689
24-30.mp4,2.1069,2.4565,2.756,2.1376,2.725,3.6981
24-32.mp4,2.3533,2.346,2.568,2.0768,2.0737,4.365
24-33.mp4,2.4503,2.0112,2.8989,2.3101,2.6056,4.589
24-34.mp4,2.6866,2.0232,2.656,2.8147,2.862,4.5662
24-37.mp4,2.2366,1.8656,2.5323,1.4554,2.023,3.5242
24-39.mp4,2.34,0.7565,2.884,2.1952,1.86,3.9509
24-40.mp4,1.654,1.2356,1.1215,1.0913,1.7057,2.7056
24-41.mp4,1.8852,0.8656,2.3154,1.6957,1.8956,3.4398
24-42.mp4,1.4561,1.365,1.5656,1.0032,1.765,3.065
24-44.mp4,0.88,2.5656,1.7856,1.3954,2.3656,1.6549
24-45.mp4,1.3,1.8163,1.4219,1.8908,1.8372,3.1801
24-46.mp4,1.6546,2.756,1.2588,1.5478,1.7606,3.1472
24-48.mp4,1.9295,2.5565,2.5986,2.6771,2.856,4.568
24-49.mp4,1.8848,2.965,2.7545,2.4451,2.965,3.7231
24-50.mp4,1.506,2.356,2.6895,1.8321,2.565,3.0092
24-52.mp4,0.9,1.665,0.90213,0.94961,0.7056,1.7056
24-53.mp4,0.75,1.656,0.34986,0.2699,1.0265,2.1306
24-54.mp4,0.96613,1.1221,0.79513,0.59192,1.4065,1.7
24-55.mp4,1,1.423,0.4541,0.26554,1.0265,1.9531
24-57.mp4,1.9109,3,2.7639,2.835,2.6338,4.65
24-60.mp4,2.0401,1.356,1.4665,1.808,1.556,3.568
24-61.mp4,0.65,0.256,0.21545,0.31839,0.65989,1.3
24-62.mp4,1.345,0.0223,0.3254,1.0568,1.25,2.4389
24-63.mp4,0.85,0.4323,0.6737,0.60305,0.8565,1.5505
24-64.mp4,1.654,1.656,1.3646,1.7284,1.7199,3.0741
24-65.mp4,0.9,0.12323,1.056,1.2739,1.5562,2.087
24-66.mp4,1.4,0.1232,0.8554,1.4529,1.8656,2.8411
25-1.mp4,2.0229,2.456,2.565,2.003,1.765,3.4049
25-2.mp4,1.6866,1.0265,1.6428,1.2839,1.5918,2.9931
25-4.mp4,1.4542,2.866,0.865,1.8661,1.756,3.1629
25-6.mp4,1.8818,0.865,0.985,1.1169,1.5356,2.656
25-8.mp4,0.9,1.346,1.345,0.93302,1.7565,2.1821
25-9.mp4,2.4208,2.045,1.8045,2.2883,2.123,3.6022
25-12.mp4,2.1186,2.356,1.5906,2.1086,2.56,3.6154
27-1.mp4,1.34,0.565,1.4021,1.0652,1.4086,2.512
27-2.mp4,2.1401,2.8656,2.7545,2.3158,2.677,3.9517
27-3.mp4,0.95,1.4232,1.3564,0.34456,0.989,1.9786
27-4.mp4,1.726,0.8565,1.8792,1.4515,1.6032,3.0388
27-5.mp4,1.155,0.3656,1.4383,1.0936,0.56,2.3156
27-7.mp4,1.6877,0.3356,1.5319,1.8998,1.3856,2.5208
27-10.mp4,2.1712,2.5656,2.7307,2.5481,2.7,4.3755
27-13.mp4,2.0157,1.8565,2.1237,1.6075,2.312,3.8179
27-14.mp4,1.3662,0.8656,1.4565,0.92794,1.8056,2.856
27-15.mp4,2.4478,2.9899,2.7787,1.9462,2.7056,4.78
27-16.mp4,2.0327,2.43,2.2454,1.518,2.456,3.9537
28-2.mp4,2.3178,2.8565,2.465,2.0835,2.3234,3.6531
28-6.mp4,2.1741,1.265,1.9744,1.5567,2.032,3.6172
28-9.mp4,1.687,2.756,1.8726,1.5931,1.918,3.5425
29-1.mp4,2.6904,2.8565,2.5622,2.652,2.789,4.68
29-2.mp4,2.116,1.7276,1.3914,1.7532,1.862,3.3551
29-3.mp4,0.81266,1.4656,1.0667,0.87954,1.6845,2.123
29-4.mp4,1.8697,0.865,0.854,1.3633,1.3761,2.994
29-6.mp4,2.6953,2.8656,2.9645,2.2135,2.6856,4.568
29-8.mp4,2.6048,2.756,1.645,2.3003,2.123,4.23
30-1.mp4,1.2,1.7565,2.2356,1.259,1.4761,3.0656
30-4.mp4,2.2532,0.6565,2.5263,2.3008,2.1874,4.0746
30-5.mp4,1.507,1.365,1.3894,1.3943,1.4056,2.8989
30-10.mp4,2.0641,1.656,1.7066,2.0695,1.8595,3.0694
30-11.mp4,1.708,2.3565,2.164,2.0765,2.6856,3.3461
30-15.mp4,1.45,1.2232,1.356,1.2758,1.6056,2.65
30-17.mp4,1.828,0.2356,1.8743,2.0397,1.4403,2.9224
30-18.mp4,2.0751,0.8656,1.969,2.7144,1.7056,3.7033
30-19.mp4,2.0442,1.565,1.7565,2.4029,2.34,3.6132
30-21.mp4,1,0.4232,1.281,0.74397,1.2353,2.2781
30-22.mp4,1.5627,0.5656,1.6833,1.9877,1.756,3.2232
30-24.mp4,2.094,1.845,2.3242,2.3923,2.3177,3.3961
30-25.mp4,1.2,0.85607,0.9512,0.76204,0.90404,2.1434
31-1.mp4,1.0553,1.7565,1.35,0.65966,1.456,2.235
31-6.mp4,1.4892,1.4232,1.2686,1.0447,1.7173,3.1789
31-7.mp4,2.3288,1.423,2.6556,1.9308,1.7947,3.6002
31-9.mp4,2.1259,0.756,1.6454,1.8434,1.65,3.229
31-11.mp4,2.6523,1.565,1.7656,2.2642,2.123,4.3128
31-14.mp4,1.2474,0.3265,0.845,1.2902,1.326,2.2093
31-15.mp4,2.2079,2.2209,1.645,2.4529,2.1047,3.6816
31-16.mp4,1.7616,2.356,1.4656,2.3681,2.0685,3.4464
31-19.mp4,1.901,1.7565,1.8193,2.6773,1.9981,3.3639
31-20.mp4,1.7601,1.9104,1.845,2.3497,1.965,3.581
31-21.mp4,1.8287,0.12265,2.756,2.3107,2.4575,3.5272
31-22.mp4,1.8519,0.7565,2.1783,2.545,2.3844,3.7667
31-25.mp4,1.6973,1.356,1.7709,2.4694,1.856,3.1614
31-26.mp4,1.7126,1.774,2.236,2.3151,2.553,3.332
31-27.mp4,1.6641,2.223,2.895,2.5492,2.877,3.5006
31-29.mp4,1.8281,3,2.9565,2.7699,2.96,4.3672
31-33.mp4,2.3555,2.0711,2.0746,2.4921,2.4056,4.164
31-34.mp4,2.105,2.8565,2.4545,2.618,2.705,4.0815
31-35.mp4,2.4074,2.2589,1.8045,2.4929,2.342,4.0172
31-37.mp4,2.6771,2.5656,3,2.7251,2.8401,4.98
31-39.mp4,1.2536,1.2259,0.924,0.76472,1.4057,2.6709
32-1.mp4,2.1634,2.865,2.975,2.1437,2.565,4.356
32-2.mp4,1.8409,1.1232,1.9556,1.52,1.9065,3.0363
32-3.mp4,1.7838,0.9565,2.5656,1.5163,1.6326,3.265
32-4.mp4,1.3911,1.0565,1.3465,1.4563,1.656,2.756
32-5.mp4,1.6092,1.4991,0.985,1.4322,1.7026,2.8036
32-6.mp4,1.784,1.7066,1.9066,1.1936,1.8956,2.5919
32-7.mp4,2.5707,2.2568,2.9424,2.4831,2.9856,4.789
32-9.mp4,2.7034,2.945,2.1266,2.6674,2.89,4.89
32-10.mp4,1.8677,0.5656,1.652,1.7585,1.886,2.9853
32-11.mp4,2.2435,1.65,1.6458,1.8102,2.0528,3.8941
33-1.mp4,2.0771,0.6565,2.64,1.9284,1.7856,3.7395
33-2.mp4,1.354,1.7083,1.3546,1.9288,1.406,2.8208
33-3.mp4,2.0452,2.756,1.9647,2.1599,2.765,4.1331
33-4.mp4,1.7604,2.456,1.85,1.6735,2.256,3.1611
33-5.mp4,1.8515,0.7565,1.8266,1.8231,2.456,3.1106
33-6.mp4,1.4207,0.423,1.8545,1.7396,1.2065,2.7516
33-8.mp4,1.4047,1.7565,1.224,1.4463,1.8056,2.56
33-9.mp4,1.1617,0.1356,1.3715,1.4229,1.5606,2.3141
33-10.mp4,2.0457,2.8565,1.9057,2.1152,2.556,3.881
33-11.mp4,1.9835,1.65,1.6545,1.5763,1.632,2.7678
33-13.mp4,1.9737,0.45656,2.3656,1.4796,1.8565,3.3505
34-1.mp4,1.8143,1.232,1.7236,1.5901,1.56,3.3033
34-2.mp4,1.3646,1.2054,1.4655,0.80458,1.658,2.456
34-3.mp4,2.0376,1.756,1.7,1.6117,1.323,2.9146
34-4.mp4,2.427,1.023,1.6406,1.5081,1.423,2.756
34-5.mp4,2.5235,3,2.455,3,2.8,5
34-6.mp4,2.5052,2.5643,2.656,2.4931,2.456,4.3265
34-7.mp4,2.157,2.7449,2.6566,2.6223,2.8,4.325
34-8.mp4,2.1366,2.956,2.7184,2.5999,2.5805,4.4623
34-10.mp4,1.7907,1.8056,1.942,1.4938,2.5,3.3672
35-2.mp4,2.0213,2.6869,2.2907,2.5603,2.12,4.2811
35-3.mp4,1.9448,0.4656,1.3265,1.2048,2.035,3.0739
35-4.mp4,2.5683,1.9565,1.7656,2.5724,2.3,4.0308
35-5.mp4,0.9,0.8565,1.452,0.74546,1.4066,2.1119
35-6.mp4,2.4677,1.734,1.7731,2.0874,1.9929,3.7388
35-7.mp4,1.3545,1.6565,0.7565,0.97477,0.265,1.679
35-8.mp4,2.2494,2.9565,1.9338,1.7744,2.3397,4.1881
35-12.mp4,1.8298,1.365,0.923,1.56,1.3565,2.92
35-13.mp4,2.2708,1.456,2.0656,1.4527,1.8958,3.5809
35-15.mp4,1.7846,1.656,1.6878,1.6459,0.756,2.032
35-16.mp4,1.7362,1.4232,1.9045,1.8923,1.7735,2.9825
35-17.mp4,0.8754,0.845,1.0951,0.8367,1.4056,2.2656
35-19.mp4,2.4714,2.0085,1.845,2.0715,2.2982,3.6392
35-20.mp4,1.7505,2.456,2.0531,2.3045,2.112,3.6158
35-21.mp4,1.8818,2.7565,1.2494,2.3928,2.56,3.614
35-22.mp4,2.1608,2.0454,2.112,1.958,1.8824,3.4107
35-23.mp4,2.1084,3,2.5124,2.3974,2.5101,3.9723
36-3.mp4,1.7404,0.8565,1.3656,1.3157,1.6345,2.78
36-4.mp4,2.1344,3,2.2676,2.3124,2.756,3.8987
36-5.mp4,2.4511,2.568,2.364,2.2887,2.3055,4.1486
36-6.mp4,2.7891,2.845,1.7566,2.0795,1.845,3.9972
36-8.mp4,2.2285,2.1752,2.3025,1.9566,2.109,3.7904
36-11.mp4,2.0543,2.565,1.4565,2.0091,1.9005,3.6689
36-12.mp4,1.8045,1.8018,1.9235,1.7302,2.323,2.9358
36-14.mp4,2.55,2.656,2.1714,2.1128,2.4778,4.356
36-15.mp4,2.1133,2.7375,1.9449,2.1581,2.365,3.8918
36-16.mp4,1.4509,0.7565,0.8545,0.82171,1.7565,2.456
36-17.mp4,1.7024,1.8348,1.6448,1.8213,1.86,2.856
36-19.mp4,2.0918,2.023,1.9056,1.8982,1.86,3.1192
36-20.mp4,1.9878,2.966,2.2145,1.9747,1.865,3.6574
36-21.mp4,2.1098,2.6291,1.865,2.411,2.0772,3.8342
36-22.mp4,1.6244,0.4265,1.2656,1.3217,1.1199,2.8849
37-1.mp4,0.97924,0.24545,0.546,0.65198,1.165,1.43
37-2.mp4,2.1162,1.156,1.0656,1.5544,1.2245,2.5668
37-3.mp4,1.146,0.856,0.6458,0.90588,0.658,1.088
37-4.mp4,1.1545,1.1139,0.845,0.60079,0.956,2.2601
37-11.mp4,2.0898,3,1.7956,2.3493,2.0862,4.365
37-12.mp4,2.0109,2.963,0.5421,2.121,1.7674,3.2934
37-14.mp4,2.0402,0.456,1.7357,2.1398,1.7121,3.1687
37-15.mp4,2.2291,2.456,0.9815,2.3198,1.978,3.9279
37-16.mp4,2.1918,1.352,1.8466,1.9521,2.032,3.4266
37-17.mp4,1.8032,0.656,1.6989,2.1641,1.645,3.4146
37-18.mp4,2.1785,1.235,1.9054,2.4585,1.947,3.5187
37-19.mp4,1.9501,1.423,1.1326,1.9847,2.356,3.4504
37-23.mp4,2.0835,2.8565,0.852,2.3719,1.9127,2.9781
37-24.mp4,2.0617,1.8565,1.98,2.3199,2.456,3.682
38-2.mp4,2.1616,2.235,2.0595,1.5336,1.869,3.7527
38-3.mp4,0.88,0.8565,1.3564,0.36517,1.0656,1.3056
39-1.mp4,1.932,0.2232,1.892,1.8467,1.406,3.0448
39-2.mp4,1.8151,0.3656,1.5272,1.2959,1.7856,3.0388
39-3.mp4,0.85,0.6566,1.124,0.48545,0.50728,1.6655
39-4.mp4,1.2356,1.56,1.3656,1.0315,1.3056,2.756
39-5.mp4,2.1551,1.065,0.84566,1.3014,1.35,2.7414
39-6.mp4,1.9295,1.7565,1.1265,1.7498,1.6456,3.4118
39-9.mp4,2.065,1.8345,1.3465,1.6423,2.123,3.5416
39-10.mp4,2.2173,1.2356,1.4526,1.726,1.7056,3.3836
39-11.mp4,2.7875,2.9656,2.8132,2.4317,2.7166,4.3609
39-12.mp4,2.027,1.6565,1.3656,1.6865,1.7056,3.2783
39-13.mp4,2.084,1.323,1.8454,1.6833,1.8575,3.0918
40-1.mp4,1.8593,0.8656,0.456,1.2703,1.0326,2.265
40-2.mp4,0.65,1.6656,1.23,0.18141,1.0356,1.5679
40-3.mp4,1.3554,0.856,0.854,1.1957,0.7565,2.126
40-4.mp4,1.7303,0.4232,0.7556,1.2873,0.856,2.32
40-5.mp4,2.3385,1.123,0.8656,2.2793,1.856,3.5374
40-6.mp4,2.4852,2.065,1.2656,1.9211,1.806,3.384
40-8.mp4,2.2028,2.0624,2.1625,1.9041,2.0376,3.2778
41-1.mp4,1.7724,1.2037,1.0656,1.2951,0.8056,2.323
41-3.mp4,1.7189,1.0265,1.356,1.3312,1.3056,2.755
41-4.mp4,1.3085,0.456,1.346,0.74378,1.1565,2.125
41-5.mp4,1.932,0.8565,1.126,1.2904,1.605,2.789
41-6.mp4,2.2227,2.8956,2.656,2.1725,2.3646,3.8307
41-7.mp4,0.88,0.756,0.8421,0.25274,1.565,1.998
42-3.mp4,1.9524,1.756,1.2365,1.3839,1.8471,3.126
42-4.mp4,2.2704,2.356,1.6026,2.1213,1.856,3.7127
42-5.mp4,2.8063,3,2.656,2.9278,2.75,4.123
42-6.mp4,2.802,2.9665,1.965,2.7286,2.989,4.2296
42-8.mp4,1.7186,1.123,1.8004,2.1734,1.6553,3.4123
42-9.mp4,1.8607,1.02,1.0656,1.9784,1.7248,2.756
42-10.mp4,2.5471,2.8656,2.7565,2.7856,3,5
42-11.mp4,3,2.8932,3,2.887,2.9,4.7364
42-12.mp4,2.0313,2.456,1.4526,1.4143,1.9093,2.789
42-13.mp4,2.1782,2.356,1.8562,1.742,2.56,4.0793
42-14.mp4,1.5355,1.0235,1.0321,1.0481,1.02,2.6568
42-15.mp4,1.8896,2.345,2.345,2.3227,2.565,3.6158
42-16.mp4,1.8352,2.2323,1.0565,1.6838,2.032,3.4952
42-17.mp4,2.1439,2.56,1.8396,1.7281,2.9856,4.256
42-18.mp4,2.2003,2.8545,2.925,2.3795,2.9657,4.689
43-1.mp4,2.603,2.0323,2.1656,1.994,2.6293,4.4466
43-3.mp4,1.7798,0.24546,1.0256,1.5623,1.5883,3.2114
43-4.mp4,2.0858,1.7852,1.6454,2.0875,1.423,3.3388
43-6.mp4,2.7572,2.456,2.32,2.4229,2.6653,4.5588
43-7.mp4,2.3658,1.8656,2.4846,2.2458,2.8912,4.689
43-8.mp4,2.4787,2.865,2.5609,2.5332,2.023,4.3258
43-10.mp4,2.392,2.7566,2.8335,2.4138,2.895,4.5705
44-2.mp4,2,2.845,0.854,1.8731,1.7856,2.9475
44-3.mp4,0.85,1.565,0.5814,0.27979,0.665,1.565
44-6.mp4,0.75,0.7565,0.74114,0.54447,0.6565,1.356
44-7.mp4,1.7539,0.23565,1.1256,1.7543,1.1548,2.678
44-8.mp4,1.4618,0,1.294,1.6641,1.2565,2.7978
44-9.mp4,1.758,0.0656,1.056,1.346,1.4565,2.0036
44-10.mp4,2.1775,0.1256,1.9895,2.5577,1.8367,3.1838
44-13.mp4,2.4876,0.23256,1.6332,2.6425,1.8957,3.7907
